regiao,operacao,original,temperatura,temperaturatermometro,amplitude,status,dataref,year,month,day
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.4,34.5,26.0,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.4,34.5,26.0,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,31.9,34.5,25.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,31.9,34.5,25.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,31.3,34.5,24.9,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,31.3,34.5,24.9,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,30.9,34.5,24.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,30.9,34.5,24.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,30.3,34.5,23.9,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,30.3,34.5,23.9,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,29.0,34.5,22.6,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,29.0,34.5,22.6,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,27.7,34.5,21.3,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,27.7,34.5,21.3,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,23.9,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,37.3,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,36.8,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,37.3,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,38.8,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,22.0,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,35.0,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,34.5,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,35.8,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,36.4,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,36.4,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,36.7,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,37.1,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,37.2,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,37.5,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,38.0,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,38.3,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,39.0,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,39.3,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,39.6,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,39.3,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,38.4,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,38.9,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,39.1,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,39.5,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,39.4,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,39.0,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,37.9,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,35.8,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,38.5,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,24.6,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,34.7,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,34.5,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,35.3,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,28.9,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,34.1,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.6,32.6,20.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,25.1,22.0,18.7,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,25.1,22.0,18.7,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,24.0,22.0,17.6,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,24.0,22.0,17.6,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,22.7,22.0,16.3,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.6,17.2,12.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.6,16.0,12.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.6,17.6,12.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.6,16.0,12.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.6,16.4,12.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.6,16.9,12.2,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,17.9,15.7,11.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,17.9,15.7,11.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,17.2,15.0,10.8,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,17.2,15.0,10.8,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,17.2,15.3,10.8,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,17.2,15.3,10.8,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,16.5,15.0,10.1,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,16.5,15.0,10.1,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,15.9,15.1,9.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,15.9,14.7,9.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,15.9,15.1,9.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,15.9,15.0,9.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,15.9,15.0,9.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,15.9,14.7,9.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,15.9,14.8,9.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,12.3,12.9,5.9,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,12.3,12.9,5.9,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,12.4,12.9,6.0,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,12.4,12.9,6.0,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,12.4,12.9,6.0,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,12.4,12.9,6.0,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,12.9,5.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,12.9,5.5,ManualEquipamento,2024-08-13,2024,8,13
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.6,12.9,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.6,12.9,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.5,12.9,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.5,12.9,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,12.1,12.9,0.6,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,12.1,12.9,0.6,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,10.2,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,12.6,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,12.0,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,9.8,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,9.7,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,12.9,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,11.0,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,9.7,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,9.4,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,9.2,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,12.8,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,11.1,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,11.7,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,8.8,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,8.9,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,8.2,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,10.4,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,8.5,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,8.4,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,8.2,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,10.7,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,11.9,12.9,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.5,7.5,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.1,7.5,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.1,7.5,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,7.5,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,7.5,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,7.5,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,7.5,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.5,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.5,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,7.5,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.9,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.4,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,7.5,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.9,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.9,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,7.4,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,7.6,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,7.4,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,7.1,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.0,6.4,0.3,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.0,6.4,0.3,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.0,6.4,0.3,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.5,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.4,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.5,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.6,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.4,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.6,6.5,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.6,6.5,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.5,6.5,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.5,6.5,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.2,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.5,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.4,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.6,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.5,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,6.5,0.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,6.3,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.6,6.3,0.1,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.6,6.3,0.1,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.3,6.3,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.3,6.3,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.0,6.3,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.0,6.3,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.2,6.3,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.2,6.3,0.2,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,5.7,0.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,5.6,0.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,5.7,0.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,5.6,0.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,5.7,0.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,5.9,0.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,6.0,0.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,6.0,0.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.6,5.7,0.6,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.6,5.7,0.6,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.3,5.7,0.3,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.3,5.7,0.3,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.0,5.7,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.0,5.7,0.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,5.7,0.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.7,5.7,0.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.0,5.7,1.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.0,5.7,1.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,5.7,0.9,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,8.9,5.7,0.9,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.6,5.7,1.6,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.6,5.7,1.6,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.4,5.7,1.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.4,5.7,1.4,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.7,5.7,1.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,9.7,5.7,1.7,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,9.1,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,21.6,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,12.6,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,8.6,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,14.5,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,21.6,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,18.0,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,15.4,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,17.5,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,18.7,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,5.7,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,8.1,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,7.6,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,6.0,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,6.6,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,6.2,5.0,ManualEquipamento,2024-08-14,2024,8,14
NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,13.0,6.1,5.0,ManualEquipamento,2024-08-14,2024,8,14
