data,regiao,operacao,original,temperatura_maxima,temperatura_minima,status
2008-02-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,17.0,Normal
2008-02-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,19.0,Normal
2008-02-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,21.0,Normal
2008-02-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,20.0,Normal
2008-02-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,19.0,Normal
2008-02-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,21.0,Normal
2008-02-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,20.0,Normal
2008-02-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,22.0,Normal
2008-02-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,19.0,Normal
2008-02-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,17.0,Normal
2008-02-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,20.0,Normal
2008-02-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,23.0,20.0,Normal
2008-02-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,23.0,Normal
2008-02-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,35.0,22.0,Normal
2008-02-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,34.0,19.0,Normal
2008-02-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,20.0,Normal
2008-02-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,20.0,Normal
2008-02-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,21.0,Normal
2008-03-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,10.0,Normal
2008-03-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,37.0,21.0,Normal
2008-03-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,20.0,Normal
2008-03-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,21.0,Normal
2008-03-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,22.0,Normal
2008-03-02,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,22.0,Normal
2008-03-02,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,21.0,Normal
2008-03-02,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,18.0,Normal
2008-03-02,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,23.0,Normal
2008-03-03,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,21.0,Normal
2008-03-03,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,16.0,Normal
2008-03-03,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,16.0,Normal
2008-03-03,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,19.0,Normal
2008-03-04,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,20.0,Normal
2008-03-04,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,17.0,Normal
2008-03-04,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,18.0,Normal
2008-03-04,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,19.0,Normal
2008-03-05,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,57.0,20.0,Normal
2008-03-05,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,17.0,Normal
2008-03-05,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,17.0,Normal
2008-03-05,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,19.0,Normal
2008-03-06,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,19.0,Normal
2008-03-06,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,17.0,Normal
2008-03-06,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,17.0,Normal
2008-03-06,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,20.0,Normal
2008-03-07,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,20.0,Normal
2008-03-07,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,21.0,Normal
2008-03-07,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,21.0,Normal
2008-03-07,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,24.0,Normal
2008-03-08,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,58.0,21.0,Normal
2008-03-08,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,21.0,Normal
2008-03-08,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,19.0,Normal
2008-03-08,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,23.0,Normal
2008-03-09,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,57.0,21.0,Normal
2008-03-09,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,21.0,Normal
2008-03-09,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,20.0,Normal
2008-03-09,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,22.0,Normal
2008-03-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,21.0,Normal
2008-03-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,24.0,Normal
2008-03-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,20.0,Normal
2008-03-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,23.0,Normal
2008-03-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,21.0,Normal
2008-03-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,21.0,Normal
2008-03-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,21.0,Normal
2008-03-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,21.0,Normal
2008-03-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,38.0,22.0,Normal
2008-03-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,20.0,Normal
2008-03-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,21.0,Normal
2008-03-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,19.0,Normal
2008-03-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,21.0,Normal
2008-03-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.0,20.0,Normal
2008-03-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,29.0,18.0,Normal
2008-03-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,38.0,19.0,Normal
2008-03-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,33.0,20.0,Normal
2008-03-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,33.0,21.0,Normal
2008-03-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,36.0,19.0,Normal
2008-03-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,17.0,Normal
2008-03-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,18.0,Normal
2008-03-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,19.0,Normal
2008-03-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,27.0,20.0,Normal
2008-03-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,33.0,18.0,Normal
2008-03-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,34.0,18.0,Normal
2008-03-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,17.0,Normal
2008-03-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,36.0,17.0,Normal
2008-03-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,37.0,19.0,Normal
2008-03-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,36.0,17.0,Normal
2008-03-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,35.0,16.0,Normal
2008-03-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,37.0,16.0,Normal
2008-03-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,15.0,Normal
2008-03-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,17.0,Normal
2008-03-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,20.0,17.0,Normal
2008-03-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,27.0,17.0,Normal
2008-03-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,29.0,17.0,Normal
2008-03-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,20.0,Normal
2008-03-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,20.0,Normal
2008-03-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,15.0,Normal
2008-03-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,15.0,Normal
2008-03-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,16.0,Normal
2008-03-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,37.0,18.0,Normal
2008-03-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,19.0,Normal
2008-03-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,17.0,Normal
2008-03-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,18.0,Normal
2008-03-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,18.0,Normal
2008-03-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,19.0,Normal
2008-03-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,20.0,Normal
2008-03-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,19.0,Normal
2008-03-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,17.0,Normal
2008-03-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,18.0,Normal
2008-03-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,19.0,Normal
2008-03-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,21.0,Normal
2008-03-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,22.0,Normal
2008-03-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,19.0,Normal
2008-03-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,20.0,Normal
2008-03-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,20.0,Normal
2008-03-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,21.0,Normal
2008-03-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,19.0,Normal
2008-03-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,17.0,Normal
2008-03-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,19.0,Normal
2008-03-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,18.0,Normal
2008-03-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,21.0,Normal
2008-03-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,17.0,Normal
2008-03-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,19.0,Normal
2008-03-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,19.0,Normal
2008-03-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,21.0,Normal
2008-03-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,19.0,Normal
2008-03-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,17.0,Normal
2008-03-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,18.0,Normal
2008-03-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,18.0,Normal
2008-03-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,20.0,Normal
2008-03-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,19.0,Normal
2008-03-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,19.0,Normal
2008-03-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,18.0,Normal
2008-03-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,22.0,Normal
2008-03-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,18.0,Normal
2008-03-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,17.0,Normal
2008-03-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,18.0,Normal
2008-03-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,19.0,Normal
2008-03-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,20.0,Normal
2008-03-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,17.0,Normal
2008-03-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,16.0,Normal
2008-03-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,17.0,Normal
2008-03-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,18.0,Normal
2008-03-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,19.0,Normal
2008-03-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,20.0,Normal
2008-03-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,16.0,Normal
2008-03-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,17.0,Normal
2008-03-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,18.0,Normal
2008-03-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,19.0,Normal
2008-03-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,20.0,Normal
2008-03-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,18.0,Normal
2008-03-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,18.0,Normal
2008-03-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,18.0,Normal
2008-03-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,19.0,Normal
2008-03-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,18.0,Normal
2008-03-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,17.0,Normal
2008-03-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,17.0,Normal
2008-03-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,16.0,Normal
2008-03-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,19.0,Normal
2008-03-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,15.0,Normal
2008-03-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,15.0,Normal
2008-03-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,16.0,Normal
2008-03-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,16.0,Normal
2008-03-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,18.0,Normal
2008-04-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,17.0,Normal
2008-04-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,14.0,Normal
2008-04-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,17.0,Normal
2008-04-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,17.0,Normal
2008-04-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,20.0,Normal
2008-04-02,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,36.0,19.0,Normal
2008-04-02,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,17.0,Normal
2008-04-02,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,36.0,20.0,Normal
2008-04-02,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,20.0,Normal
2008-04-02,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,38.0,22.0,Normal
2008-04-03,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,33.0,19.0,Normal
2008-04-03,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,18.0,Normal
2008-04-03,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,20.0,Normal
2008-04-03,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,20.0,Normal
2008-04-03,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,37.0,21.0,Normal
2008-04-04,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,38.0,10.0,Normal
2008-04-04,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,18.0,Normal
2008-04-04,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,19.0,Normal
2008-04-04,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,19.0,Normal
2008-04-04,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,21.0,Normal
2008-04-05,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,20.0,Normal
2008-04-05,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,14.0,Normal
2008-04-05,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,17.0,Normal
2008-04-05,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,16.0,Normal
2008-04-05,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,19.0,Normal
2008-04-06,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,18.0,Normal
2008-04-06,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,17.0,Normal
2008-04-06,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,18.0,Normal
2008-04-06,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,18.0,Normal
2008-04-06,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,21.0,Normal
2008-04-07,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,35.0,20.0,Normal
2008-04-07,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,17.0,Normal
2008-04-07,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,20.0,Normal
2008-04-07,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,20.0,Normal
2008-04-07,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,22.0,Normal
2008-04-08,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,20.0,Normal
2008-04-08,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,17.0,Normal
2008-04-08,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,20.0,Normal
2008-04-08,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,19.0,Normal
2008-04-08,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,18.0,Normal
2008-04-09,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,19.0,Normal
2008-04-09,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,19.0,Normal
2008-04-09,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,19.0,Normal
2008-04-09,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,21.0,Normal
2008-04-09,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,19.0,Normal
2008-04-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,18.0,Normal
2008-04-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,20.0,Normal
2008-04-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,20.0,Normal
2008-04-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,17.0,Normal
2008-04-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,16.0,Normal
2008-04-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,19.0,Normal
2008-04-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,18.0,Normal
2008-04-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,21.0,19.0,Normal
2008-04-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,14.0,Normal
2008-04-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,18.0,Normal
2008-04-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,16.0,Normal
2008-04-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,17.0,Normal
2008-04-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,11.0,Normal
2008-04-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,18.0,Normal
2008-04-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,16.0,Normal
2008-04-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.0,19.0,Normal
2008-04-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,34.0,14.0,Normal
2008-04-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,20.0,Normal
2008-04-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,38.0,19.0,Normal
2008-04-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,37.0,17.0,Normal
2008-04-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,28.0,11.0,Normal
2008-04-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,37.0,19.0,Normal
2008-04-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,16.0,Normal
2008-04-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,10.0,Normal
2008-04-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,37.0,13.0,Normal
2008-04-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,17.0,Normal
2008-04-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,17.0,Normal
2008-04-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,18.0,Normal
2008-04-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,15.0,Normal
2008-04-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,18.0,Normal
2008-04-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,17.0,Normal
2008-04-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,19.0,Normal
2008-04-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,37.0,14.0,Normal
2008-04-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,17.0,Normal
2008-04-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,17.0,Normal
2008-04-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,35.0,18.0,Normal
2008-04-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,30.0,15.0,Normal
2008-04-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,16.0,Normal
2008-04-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,16.0,Normal
2008-04-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,23.0,20.0,Normal
2008-04-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,27.0,16.0,Normal
2008-04-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,17.0,Normal
2008-04-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,18.0,18.0,Normal
2008-04-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,30.0,19.0,Normal
2008-04-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,33.0,14.0,Normal
2008-04-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,17.0,Normal
