data,regiao,operacao,original,temperatura_maxima,temperatura_minima,status
2017-10-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,17.0,Normal
2017-10-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,12.0,Normal
2017-10-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,19.0,Normal
2017-10-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,20.0,Normal
2017-10-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,20.0,Normal
2017-10-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,18.0,Normal
2017-10-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,13.0,Normal
2017-10-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,18.0,Normal
2017-10-10,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,19.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,21.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,60.0,21.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,58.0,24.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,18.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,13.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,19.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,20.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,18.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,19.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,15.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,57.0,20.0,Normal
2017-10-11,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,19.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,57.0,22.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,21.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,57.0,26.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,19.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,14.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,20.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,20.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,57.0,18.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,20.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,17.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,58.0,21.0,Normal
2017-10-12,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,20.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,57.0,22.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,21.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,58.0,25.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,19.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,11.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,20.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,850.0,20.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,20.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,20.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,17.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,57.0,21.0,Normal
2017-10-13,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,20.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,57.0,23.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,21.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,58.0,22.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,21.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,38.0,12.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,21.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,850.0,850.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,20.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,20.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,16.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,57.0,22.0,Normal
2017-10-14,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,58.0,22.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,19.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,19.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,22.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,17.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,9.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,18.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,24.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,18.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,25.0,18.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,22.0,14.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,19.0,Normal
2017-10-15,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,19.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,16.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,16.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,18.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,14.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,7.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,17.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,22.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,59.0,21.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,30.0,19.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,14.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,17.0,Normal
2017-10-16,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,18.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,19.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,18.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,22.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,15.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,10.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,17.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,23.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,21.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,19.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,16.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,18.0,Normal
2017-10-17,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,20.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,21.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,20.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,57.0,25.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,17.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,-18.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,17.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,22.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,21.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,16.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,14.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,19.0,Normal
2017-10-18,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,17.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,21.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,18.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,22.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,21.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,15.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,18.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,22.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,20.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,58.0,18.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,14.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,20.0,Normal
2017-10-19,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,17.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,21.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,22.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,56.0,23.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,19.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,29.0,12.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,21.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,21.0,20.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,20.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,34.0,21.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,33.0,17.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,22.0,Normal
2017-10-20,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,21.0,Normal
2017-10-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,36.0,22.0,Normal
2017-10-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,38.0,20.0,Normal
2017-10-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,24.0,Normal
2017-10-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,21.0,Normal
2017-10-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,12.0,Normal
2017-10-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,35.0,20.0,Normal
2017-10-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,19.0,Normal
2017-10-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,29.0,20.0,Normal
2017-10-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,25.0,17.0,Normal
2017-10-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,35.0,21.0,Normal
2017-10-21,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,20.0,Normal
2017-10-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,25.0,18.0,Normal
2017-10-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,23.0,18.0,Normal
2017-10-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,20.0,Normal
2017-10-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,24.0,19.0,Normal
2017-10-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,30.0,3.0,Normal
2017-10-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.0,20.0,Normal
2017-10-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,18.0,Normal
2017-10-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,27.0,21.0,Normal
2017-10-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,21.0,16.0,Normal
2017-10-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,25.0,20.0,Normal
2017-10-22,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,26.0,21.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,35.0,17.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,36.0,17.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,20.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,31.0,16.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,0.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,36.0,17.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,21.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,17.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,22.0,18.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,23.0,13.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,36.0,17.0,Normal
2017-10-23,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,33.0,17.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,14.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,14.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,18.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,13.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,17.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,16.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,18.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,17.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,25.0,18.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,25.0,13.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,15.0,Normal
2017-10-24,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,17.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,18.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,16.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,21.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,15.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,19.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,16.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,21.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,21.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,37.0,19.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,15.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,17.0,Normal
2017-10-25,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,20.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,18.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,18.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,22.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,31.0,17.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,53.0,19.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,18.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,20.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,54.0,19.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,50.0,20.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,15.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,27.0,18.0,Normal
2017-10-26,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,19.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,18.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,17.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,52.0,20.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,17.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,20.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,18.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,22.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,19.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,19.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,31.0,15.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,18.0,Normal
2017-10-27,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,19.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,17.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,17.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,850.0,20.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,17.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,20.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,46.0,18.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,22.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,19.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,55.0,22.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,15.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,44.0,18.0,Normal
2017-10-28,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,19.0,Normal
2017-10-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,19.0,Normal
2017-10-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,48.0,22.0,Normal
2017-10-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,850.0,0.0,Normal
2017-10-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,24.0,19.0,Normal
2017-10-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,35.0,23.0,Normal
2017-10-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,37.0,20.0,Normal
2017-10-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,45.0,18.0,Normal
2017-10-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,20.0,Normal
2017-10-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,34.0,14.0,Normal
2017-10-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,38.0,21.0,Normal
2017-10-29,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,20.0,Normal
2017-10-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,31.0,19.0,Normal
2017-10-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,24.0,17.0,Normal
2017-10-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,0.0,0.0,Normal
2017-10-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,31.0,18.0,Normal
2017-10-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,20.0,Normal
2017-10-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,27.0,19.0,Normal
2017-10-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,19.0,Normal
2017-10-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,32.0,21.0,Normal
2017-10-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,25.0,16.0,Normal
2017-10-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,29.0,19.0,Normal
2017-10-30,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,28.0,20.0,Normal
2017-10-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,41.0,17.0,Normal
2017-10-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,42.0,16.0,Normal
2017-10-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,0.0,0.0,Normal
2017-10-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,17.0,Normal
2017-10-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,19.0,Normal
2017-10-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,17.0,Normal
2017-10-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,35.0,20.0,Normal
2017-10-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,19.0,Normal
2017-10-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,29.0,14.0,Normal
2017-10-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,40.0,18.0,Normal
2017-10-31,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,39.0,17.0,Normal
2017-11-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,15.0,Normal
2017-11-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,16.0,Normal
2017-11-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,31.0,0.0,Normal
2017-11-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,47.0,13.0,Normal
2017-11-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,49.0,18.0,Normal
2017-11-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,43.0,15.0,Normal
2017-11-01,NORTE,ZSOZAR-ZARZOI3-244450,thermo_id_20001336,51.0,19.0,Normal
